fkh,P32
CG1968,CG8065
CG1968,RhoGEF4
CG1970,Hsp60B
Drep-2,Cdlc2
Drep-2,Pih1D1
Drep-2,CG6333
djl,RpL22-like
CG1986,awd
CG1986,RpS15
CG1986,Gapdh2
l(1)G0020,CG5890
CG1999,Plap
CG1999,akirin
bip2,Jra
bip2,CkIIalpha-i3
bip2,CG4213
bip2,apt
bip2,CG6163
bip2,CG6660
bip2,CG6664
bip2,bip1
bip2,Ibf2
CG2010,CG7196
CG2017,Hexim
CG2017,CG8907
CG2017,MtnA
CG2021,Yp1
CG2021,CkIIalpha-i3
CG2021,CG42304
CG2021,RpL35
CG2021,Rpn12
CG2021,CG4168
CG2021,CG4328
CG2021,Dad
CG2021,Nup75
CG2021,Sod2
CG2021,CG9467
CG2021,CG9902
CG2022,CG9986
CG2023,CG2336
CkIalpha,Neto
RpS15Aa,CG3081
RpS15Aa,CG31731
RpS15Aa,CG3726
RpS15Aa,CG5555
RpS15Aa,CG6891
RpS15Aa,Fer3
RpS15Aa,CG7371
RpS15Aa,Grasp65
CSN7,sina
Ser7,Neto
CG2046,CG2199
CG2046,Gtp-bp
CG2046,Nurf-38
CG2046,RpL27
CG2046,Grasp65
ftz,CG43427
ftz,fs(1)K10
ftz,ftz-f1
ftz,tna
ftz,CG9975
Lin29,ebo
Lin29,Tektin-A
Lin29,BM-40-SPARC
Lin29,CG6576
Lin29,hale
CG2053,NimC1
CG2061,CG9986
Oseg4,CG8368
Mad1,CG32369
Mad1,CG5516
Mad1,CG7264
Mad1,CG8235
Mad1,Spt
Mad1,E(spl)mdelta-HLH
CG2076,Vps45
Dok,Src64B
CG43444,Cpn
CG43444,l(3)76BDm
CG2091,RpS3A
scra,borr
scra,scyl
Sec8,exd
flw,elm
flw,CG2608
flw,CG2865
flw,HLH4C
flw,Mhcl
flw,CG3262
flw,svr
flw,Bap60
flw,Plap
flw,Pih1D1
flw,phm
flw,RpS8
flw,Cpr56F
flw,Cpr47Eg
Sym,Ak6
RpL35A,CG3847
RpL35A,CG4393
RpL35A,Traf-like
RpL35A,CG6353
RpL35A,CG6576
RpL35A,AstC-R1
RpL35A,Arl2
RpL35A,Arp3
RpL35A,NimC1
RpL35A,Poxm
cas,CG7054
pgant6,CG32354
pgant6,CHIP
CG2107,Wwox
CG2107,SLC5A11
Rab23,CG9986
mRpL44,gem
mRpL44,CG31036
mRpL44,CG5446
CG2116,EF2
CG2116,pcm
CG2116,CG3605
CG2116,RpL3
CG2116,RpL26
CG2116,RpS23
CG2116,betaTub56D
CG2116,Pez
CG2127,NimC1
Hdac3,bdg
CG2129,CG4328
CG2145,RpL12
didum,Rab18
didum,CG31958
didum,Mlc-c
didum,CG32100
didum,CG3610
didum,dgt4
didum,Sgt
didum,CG34404
didum,CG6617
didum,Rbsn-5
didum,Neos
didum,CG9040
CG2157,fs(1)K10
CG2157,Spx
CG2157,CstF-64
Nup50,ewg
Nup50,CG32354
Nup50,stc
Nup50,NaCP60E
Pabp2,l(1)G0334
Pabp2,CG8065
PMCA,mus304
PMCA,l(3)76BDm
RpS3A,CG2224
RpS3A,Lst8
RpS3A,CG3335
RpS3A,zetaCOP
RpS3A,Dcr-1
RpS3A,Cpr72Ea
RpS3A,dgt4
RpS3A,RASSF8
RpS3A,Cpr92F
RpS3A,CG34404
RpS3A,fau
RpS3A,CG6843
RpS3A,CG7231
RpS3A,mus304
RpS3A,Grasp65
RpS3A,CG9331
RpS3A,CG42369
Tpi,CG4835
Tpi,dgt4
Myo10A,awd
Myo10A,Coprox
Myo10A,l(2)efl
Myo10A,Tnks
Myo10A,BicC
Myo10A,RpL3
Myo10A,GNBP3
Myo10A,RpL4
Myo10A,CG6357
Myo10A,CG6567
Myo10A,porin
Myo10A,RpS3
Myo10A,GlyS
Myo10A,RpS5b
Myo10A,up
Myo10A,mts
Myo10A,eco
Myo10A,snRNP-U1-70K
Zip102B,CG9527
CG2182,CG7264
Mlc2,zormin
Mlc2,nmd
Mlc2,Tab2
Mlc2,NaCP60E
Dfd,CG9527
su(r),Syt7
su(r),Sirt4
su(r),ect
su(r),CG8778
Ama,CCHa1-R
Ama,tamo
Ama,TwdlJ
Ama,mts
Ama,CG8292
CG2199,Ubc-E2H
CG2199,Jra
CG2199,Syx1A
CG2199,CG31211
CG2199,foxo
CG2199,chinmo
CG2199,CG32071
CG2199,CG3294
CG2199,CG3517
CG2199,CG3689
CG2199,CG3918
CG2199,elB
CG2199,Hsp23
CG2199,Srp68
CG2199,SC35
CG2199,Aef1
CG2199,Fmr1
CG2199,CG6664
CG2199,ArfGAP3
CG2199,CG6951
CG2199,Hel25E
CG2199,Prp3
CG2199,CG7974
CG2199,Dmn
CG2199,Cpr49Ae
CG2199,lark
CG2199,PGRP-LE
CG2199,hng1
CG2199,CG9641
CG2199,Ibf2
CG2199,CG9911
CG2199,AnxB11
CG2200,CG3308
Galphao,VhaAC39-1
Galphao,Rab5
Galphao,RpS3
Galphao,CG9426
Galphao,slam
Galphao,CG9837
Df31,Myo95E
Df31,Sec16
Df31,Arf79F
Df31,slam
Df31,CG42369
Df31,CG9951
awd,CG32100
awd,CG5674
msd5,CG30263
msd5,Dys
msd5,CG40127
msd5,fau
msd5,NaCP60E
Fer1HCH,4E-T
Fer1HCH,CG5466
Fer1HCH,CG7231
Fer1HCH,Hn
CG2218,zormin
CG2218,sip1
CG2218,Src64B
l(1)G0289,CG34168
CG2224,ND23
CG2224,mts
CG2224,CG8726
CG2225,dock
Gip,mRpS17
Gip,CG8368
Gip,sina
CG2233,sug
CG2233,msi
CG2233,CG9876
EF2,CG2540
EF2,Galphas
EF2,CG3225
EF2,CG33017
EF2,esg
EF2,CG3918
EF2,ninaA
EF2,RAF2
EF2,NHP2
EF2,imd
EF2,BM-40-SPARC
EF2,dik
EF2,CG8316
EF2,SmD3
EF2,CG8786
EF2,NimC1
EF2,mmd
Rpt6R,CG5026
MTA1-like,E5
CG2246,Tina-1
CG2246,RpS17
CG2246,PSR
CG2246,RpL18A
CG2246,casp
CoVIIc,stc
CoVIIc,veil
CoVIIc,CG9986
fs(1)h,CG30417
CG2256,Cpr72Ea
Ubc-E2H,CkIIalpha-i3
Ubc-E2H,Sr-CI
Ubc-E2H,stck
Ubc-E2H,CG7987
CG2258,CG31029
CstF-50,sns
CstF-50,cnn
CstF-50,RpL14
CstF-50,Nup54
Smox,HLH4C
Smox,Bap60
Smox,RpS2
magu,slam
Jra,Tm1
Jra,CG5694
CG2278,CG3342
CG2278,CG5537
ND75,CG3085
ND75,CG42613
ND75,Vinc
ND75,aru
ND75,CG7352
Neurochondrin,C1GalTA
TER94,gem
TER94,Hsp67Ba
TER94,CG9238
Ccp84Ad,chic
Ccp84Ag,Nca
FMRFa,Traf-like
CG2371,HLH4C
CG2371,CG31820
CG2371,CkIIalpha-i3
CG2371,CG42684
CG2371,CG32732
CG2371,Ca-P60A
CG2371,S
CG2371,Sap30
CG2371,RpL3
CG2371,Sps2
CG2371,CG6357
CG2371,lva
CG2371,Gem3
CG2371,rogdi
CG2371,Khc-73
CG2371,Cdk5
CG2371,CG8549
CG2371,Ih
CG2371,glob1
Syt7,CG31029
FucT6,Ptp4E
pot,Zasp52
CG2493,Rbp4
Gtp-bp,CG33017
Gtp-bp,esg
Gtp-bp,CG8155
corto,Myo95E
CG2540,HLH54F
CG2540,Bin1
CG2540,CG9184
CG2540,EloC
CG2540,Xbp1
CG2540,EndoB
Cpr11A,Klc
Cpr11A,CG8368
Cpr11A,MCPH1
CG2604,stc
CG2604,CG7997
CG2604,CG42369
CG2608,CG32103
CG2608,Zip88E
ik2,CG34404
Fs(2)Ket,Jupiter
Fs(2)Ket,rtet
CG2641,CG3021
CG2641,sav
HLH3B,da
CG2656,CG31482
CG2658,RpS11
Taf7,4E-T
Sam-S,Galphas
Sam-S,sals
Sam-S,RpL4
Sam-S,Cctgamma
Csat,CG33017
Csat,CG33213
Csat,CG8219
eIF2B-beta,Ada2b
CG2678,CG2678
CG2678,CG3338
CG2678,Mdr49
CG2678,CG4061
CG2678,Pka-C3
CG2678,CG7414
CG2678,nuf
CG2678,Sln
CG2678,rin
CG2678,slam
CG2678,CG9986
Pi3K21B,Unc-76
Pi3K21B,CG4617
Pi3K21B,Vha16-5
CG2701,noi
unc-45,Pex19
unc-45,Neos
CG2709,Pp4-19C
CG2709,CG4325
CG2709,fzo
CG2709,RpS3
CG2709,sip1
CG2709,CG8141
CG2709,CG8854
CG2712,Neu2
CG2712,CG7787
CG2712,CG7928
ttm50,Galphas
ttm50,CG30020
ttm50,Cht11
ttm50,CG3618
ttm50,CG4691
ttm50,Prosalpha6
ttm50,CG5235
ttm50,CG7367
ttm50,CtBP
ttm50,if
Syx4,CG3021
Syx4,betaCOP
Gs1,CG43427
Gs1,msi
Gs1,CG6945
Gs1,CG8204
Gs1,CG8568
Gs1,Rbp4
Hop,CG9117
RpL19,Neto
RpL19,da
RpL19,CG5174
RpL19,CG7379
RpL19,mub
RpL19,Sec5
RpL19,Poxm
w,ms(3)76Cc
CG2765,CG34404
CG2767,Vps45
Snx1,CG3610
Snx1,Tm2
Snx1,Syx7
Snx1,CG34404
Snx1,gt
CD98hc,sns
Tina-1,rols
CG2811,RpL15
CG2812,Tpc1
cold,stops
Hsp60B,CG3107
Hsp60B,CG32647
Hsp60B,CG3781
Hsp60B,cher
Hsp60B,CG4168
Hsp60B,CG4617
Hsp60B,CG4836
Hsp60B,CG5188
Hsp60B,cdc2
Hsp60B,Pih1D1
Hsp60B,P32
Hsp60B,Pex7
Hsp60B,CASK
Hsp60B,loqs
Hsp60B,CG6910
Hsp60B,CSN6
Hsp60B,l(1)G0334
Hsp60B,CG7200
Hsp60B,CtBP
Hsp60B,CG8184
Hsp60B,Tcp-1eta
Hsp60B,Gapdh2
Hsp60B,CG8924
Hsp60B,Nbr
Galphas,RpL26
Galphas,Vha36-1
Cwc25,Baldspot
Cwc25,Surf6
Cwc25,CG8507
Cwc25,Non1
Trn-SR,CycA
Rala,eIF3-S9
Rala,Wnt5
Gsc,CG3651
Gsc,mol
Gsc,CG4617
Gsc,gro
Gsc,CG9568
CG2852,CG2865
CG2852,Sgt
CG2852,CG8219
CG2852,Cpr76Ba
CG2862,mts
CG2865,CG30460
CG2865,heph
CG2865,CG32086
CG2865,CG3225
CG2865,CG3295
CG2865,drongo
CG2865,pcx
CG2865,RpL23
CG2865,term
CG2865,CG4294
CG2865,Bap60
CG2865,CG5050
CG2865,CG5380
CG2865,Cpr92F
CG2865,raps
CG2865,D
CG2865,RpS2
CG2865,BM-40-SPARC
CG2865,CG6695
CG2865,Ugt
CG2865,CG7352
CG2865,CG7763
CG2865,CG8368
CG2865,Sin3A
CG2865,Ak6
CG2865,RpS11
CG2865,CG9099
CG2865,Ada2b
CG2865,CG9864
CG2875,CG5009
CG2889,aru
Hrs,VhaAC39-1
Hrs,Mtpalpha
Hrs,CtBP
nito,CG3342
nito,wek
nito,CG8854
nito,exd
nito,trbd
yin,CG31029
yin,Pax
yin,cbs
yin,mei-S332
yin,Pect
yin,CG7236
CG2915,Cdc5
CG2915,CG9331
kra,CG3335
kra,CG3880
noi,HLH4C
noi,CG31029
noi,crn
noi,CG32086
noi,zf30C
noi,CG40127
noi,Prp19
noi,C15
noi,CG8569
noi,ssp2
noi,CG9426
noi,Sec61alpha
noi,Ada2b
CG2926,CG32075
CG2926,CG3294
CG2926,Jarid2
CG2926,Hsc70-4
CG2926,Traf-like
CG2926,Rpt2
CG2926,CG5478
CG2926,CG8319
CG2930,Dysb
VhaAC39-1,Bap60
VhaAC39-1,CG4328
VhaAC39-1,Arl1
VhaAC39-1,Ald
VhaAC39-1,CrebA
VhaAC39-1,C15
VhaAC39-1,CG8219
CG2938,CG4853
gus,CG5376
gus,bond
gus,mus304
gus,CG42382
gus,Sox15
gus,RpS29
gus,lilli
gus,Cyp1
rev7,CG32086
mxt,CG3225
mxt,eIF4E-5
RpL40,stops
RpL40,CG3847
RpL40,CG5111
RpL40,CG6808
RpL40,AstC-R1
RpL40,Sap47
RpL40,trbd
CG2962,sav
CG2962,Rox8
CG2962,Cpr92A
CG2962,Sin3A
CG2972,exd
CG2975,Mob4
Inx7,Trim9
Inx7,knrl
Inx7,CG4835
Inx7,Miro
Inx7,CG6933
Inx7,hale
Yp2,CG4617
Yp2,Sgt
CG2982,Trs33
CG2982,mts
CG2982,mmd
Pp2C1,Lmpt
Pp2C1,RpL14
Pp2C1,ball
Yp1,rols
Yp1,CG3918
Yp1,CG4896
Yp1,RASSF8
Yp1,Srp68
Yp1,CG6569
Yp1,CG6985
Yp1,CG6996
Yp1,mnb
Yp1,Dip-B
RpS21,CG32036
RpS21,CG33017
RpS21,Sir2
RpS21,l(3)L1231
RpS21,CG7987
RpS21,HP1e
RpS21,CG8292
alpha-catenin-related,Hsp26
alpha-catenin-related,Cpr72Ea
alpha-catenin-related,dah
alpha-catenin-related,nmo
alpha-catenin-related,CG9426
RpS28b,Neto
RpS28b,drongo
RpS28b,CG4887
GstT1,rols
CG30007,RASSF8
Hex-A,CG6576
Hex-A,NimC1
gem,Bin1
gem,Pk17E
CG42797,Hsc70-3
Lst8,CG9173
s-cup,RpS27A
Blos1,CG4363
Blos1,cnn
Blos1,CG5026
Blos1,Cdlc2
Blos1,Frq2
Blos1,mub
Blos1,Nup54
Zasp52,CenG1A
Zasp52,CG32068
Zasp52,mod(mdg4)
Zasp52,Actn
Zasp52,CG5445
Zasp52,CG44085
Zasp52,RpS3
Zasp52,CG6843
Zasp52,CG8541
Zasp52,Mal-A2
Zasp52,Cpr56F
Zasp52,rump
CG30089,janA
jbug,PH4alphaEFB
jbug,Aldh
jbug,Hmgs
jbug,GATAd
jbug,P32
jbug,CG7911
jbug,alc
jbug,CG8230
CG30101,cher
CG30101,BubR1
CG30101,Su(var)205
CG3011,CG32086
CG3011,mod(mdg4)
GEFmeso,Kebab
GEFmeso,nsl1
GEFmeso,RpL3
GEFmeso,CG4936
GEFmeso,CG5862
GEFmeso,FK506-bp1
GEFmeso,ctp
GEFmeso,CG8860
GEFmeso,Jon25Biii
CG30118,CG7231
CG30122,CG3294
CG30122,SmB
CG30122,Pih1D1
CG30122,Ald
CG30122,CG7879
CG30122,CG9083
CG30122,betaTub56D
CG30122,rump
mei-W68,veil
mei-W68,prc
mei-W68,Adk3
mei-W68,RpS3
mei-W68,Oseg1
mei-W68,RpII33
mei-W68,CG8187
mei-W68,Mal-A2
Obp57a,Sgt
Hil,LpR2
Hil,cher
Hil,Hsp67Ba
Hil,mRpS17
Hil,Pk17E
Hil,RhoGDI
Hil,CG8368
CG30158,CG4270
CG3016,CG3430
CG30161,CkIIalpha-i3
Alas,CG32086
Alas,Patronin
lwr,inc
lwr,pcs
CG30183,CtBP
CG30183,nmo
CG30183,CG8316
su(w[a]),CG31550
su(w[a]),CG6843
CG44252,vret
CG44252,CG6891
CG3021,NnaD
CG3021,RpL38
CG3021,ArfGAP1
CG3021,CG6470
CG3021,Mlf
CG43325,CG3308
CG43325,Trs33
CG30263,Sgt
CG30263,RhoBTB
CG30263,CG5804
CG30263,Tfb1
CG30263,ATPCL
pyd3,CG33017
Ipp,Neto
Ipp,CHIP
CG30291,CG3610
CG30291,CG34404
Ipk1,CG7928
CG30324,Cdlc2
MED22,exd
CG30349,kdn
cm,CG31036
cm,Rpt4R
Mal-A6,Bap60
CG42672,His2Av
CG42672,salm
CG30389,CG3847
CG30393,CG44001
CG30403,ari-2
Tango11,CG4069
Tango11,Grasp65
Tango11,Acp26Aa
Orc2,AstC-R1
CG30414,ftz-f1
CG30415,CG7173
CG30417,CG31111
CG30417,CG6770
CG30417,rdx
CG30419,CG9986
Atf-2,CG42235
Atf-2,CG5111
Atf-2,sina
CG30428,ebo
CG30428,sip1
CG30430,gcm2
CG30430,gnu
CG30430,mnb
Traf4,Miro
Traf4,CG44243
CG30480,RpL4
CG30480,Desat1
CG30491,RpS29
CG43340,Bap60
CG43340,Pih1D1
CG43340,Sir2
CG30497,Sirt4
CG30497,CG32086
CG30497,fd59A
CG30497,CG3731
CG30497,CycE
CG30497,dbe
CG30497,bc10
CG30497,Vdup1
CG30497,GlyP
CG30497,Spt5
CG30497,RpS8
CG30497,gt
CG30497,akirin
CG30497,Pomp
fa2h,lva
fa2h,yip7
fa2h,Cp15
fa2h,eya
fa2h,Nrt
AMPKalpha,CG9083
HLH4C,CG31036
HLH4C,CG42235
HLH4C,lqfR
HLH4C,Argk
HLH4C,CG32086
HLH4C,CG32100
HLH4C,Lmpt
HLH4C,zormin
HLH4C,CG32428
HLH4C,CG32772
HLH4C,CG3338
HLH4C,CG3735
HLH4C,yki
HLH4C,fzo
HLH4C,dgt4
HLH4C,CG4896
HLH4C,CG4998
HLH4C,CG5050
HLH4C,MED10
HLH4C,mRpL40
HLH4C,ari-2
HLH4C,yellow-g
HLH4C,CG5783
HLH4C,Frq2
HLH4C,CG6163
HLH4C,fl(2)d
HLH4C,CG6353
HLH4C,Zasp66
HLH4C,CG6972
HLH4C,CG7231
HLH4C,CG7264
HLH4C,mus304
HLH4C,CG7856
HLH4C,HP1e
HLH4C,CG8145
HLH4C,CG8245
HLH4C,CG8292
HLH4C,E(spl)m7-HLH
HLH4C,CG8414
HLH4C,Lcp2
HLH4C,CG8745
HLH4C,rau
HLH4C,en
HLH4C,mtacp1
HLH4C,CG9173
HLH4C,CG9331
HLH4C,alien
HLH4C,CG9784
HLH4C,CG9875
l(2)k05819,CG9099
ssx,Nf-YC
ssx,heph
ssx,NimB2
ssx,RpS17
ssx,CG34168
ssx,mfrn
ssx,Spps
ssx,CG5804
ssx,Su(var)2-10
ssx,Lcp2
ssx,CG9572
ssx,CG9666
mr,CG3942
mr,CG4617
mr,CG8854
CG3062,Traf-like
Sp7,rols
Taf10b,Drep-1
Taf10b,CG9099
CG3071,Mbs
CG3071,CG32369
Swim,zormin
Nf-YC,ewg
Nf-YC,CG44838
Nf-YC,CycB
Nf-YC,Act5C
Nf-YC,Stat92E
Nf-YC,hale
Nf-YC,26-29-p
CG3078,CycB
CG3078,CG3987
CG3078,SMC1
CG3078,CG7349
CG3078,hale
CG3078,CG8677
CG3081,CG3081
CG3081,sav
CG3081,uzip
CG3081,CG14464
CG3081,term
CG3081,aru
CG3081,Traf-like
CG3081,TfIIA-S
CG3081,RhoBTB
CG3081,TfIIA-L
CG3081,spz
CG3081,CG6607
CG3081,dl
CG3081,CG7017
CG3081,sip1
CG3081,stck
CG3081,CG8079
CG3081,CG8854
CG3081,NimC1
CG3081,Cpr56F
CG3081,CG9173
CG3081,betaTub56D
CG3081,ktub
CG3081,CG9911
CG3081,sina
CG3085,CG43427
CG3085,CG33095
CG3085,CG3651
CG3085,Tnks
CG3085,gnu
CG3085,aub
CG3085,Pk17E
CG3085,C15
CG3085,PPO2
CG3085,mRpS30
CG3085,Pbp45
CG3097,Shroom
stops,NimB2
stops,Gadd34
stops,CG5804
CG31008,slou
cindr,CG3353
cindr,Spx
cindr,bsk
cindr,rdx
CG31029,CG31122
CG31029,CG4365
CG31029,Hsp27
CG31029,fzo
CG31029,CG5050
CG31029,SmB
CG31029,ect
CG31029,pcs
CG31029,P58IPK
CG31029,CG8786
Atg16,cdc2
CG31036,CkIIalpha-i3
CG31036,Traf-like
CG31036,Tektin-A
CG31036,CG5062
CG31036,wdb
CG31036,Src64B
CG31036,P58IPK
CG31036,CG8368
CG31036,CG9986
ca,Poxm
CG31038,Cdlc2
CG31038,CG5642
CG31038,Pih1D1
CG31038,SH3PX1
Mhcl,Rap2l
Mhcl,CG3927
Mhcl,CG4847
Mhcl,Trs33
Mhcl,Cka
Mhcl,Pxt
Mhcl,CG7763
Mhcl,26-29-p
Mhcl,Scamp
Mhcl,D1
Nha2,CG31909
Nha2,bic
Nha2,Mtl
Nha2,woc
Nha2,Zasp66
Nha2,CG7173
Acp98AB,CG7371
TwdlH,pall
scrib,SH3PX1
CG42235,Pk17E
CG31108,CG5050
CG31111,stumps
CG31111,CG4324
CG31111,Cpr72Ea
CG31111,me31B
PIG-S,CG44009
PIG-S,Rab2
PIG-S,Prosbeta2
PIG-S,Hsc70-4
PIG-S,CG4848
PIG-S,CG5359
PIG-S,AGO2
CG31121,RpL14
Slimp,Cpr73D
Myo95E,CycB
Myo95E,CG3792
Myo95E,hoip
Myo95E,CG4328
Myo95E,ssh
Myo95E,Pk17E
Myo95E,HHEX
Myo95E,Gk
Myo95E,dpn
Myo95E,CG9184
Myo95E,D1
Syx1A,CG34404
Syx1A,CG7110
ewg,LS2
ewg,crn
ewg,Cda5
ewg,A2bp1
ewg,CG32068
ewg,E(bx)
ewg,CG32793
ewg,esg
ewg,eIF-4E
ewg,Snap25
ewg,PNUTS
ewg,dhd
ewg,ninaE
ewg,CG4617
ewg,CG4788
ewg,dgt4
ewg,nopo
ewg,kuk
ewg,gnu
ewg,Klc
ewg,CycB3
ewg,CG6073
ewg,Roe1
ewg,CG6340
ewg,Snx3
ewg,RpS3
ewg,Pdi
ewg,Cbl
ewg,CtBP
ewg,z
ewg,RpS8
ewg,Ef1alpha48D
ewg,TwdlBeta
CG31140,esg
CG31140,loqs
CG31140,mnb
CG31140,Acon
CG31140,EloC
CG42613,Pomp
wge,Tm2
CG31156,SdhB
CG31156,CG4936
Efa6,l(3)76BDm
CG34376,CG32647
CG34376,CG4328
CG34376,CG4901
CG34376,BM-40-SPARC
CG34376,Nmt
CG34376,CG8216
CG34376,CG8854
CG34376,CG9572
SKIP,rols
SKIP,CG5482
SKIP,RpS18
SKIP,CG9083
lqfR,CkIIalpha-i3
lqfR,cher
lqfR,KdelR
lqfR,Ela
lqfR,CG8507
lqfR,Drep-4
Dys,CG33129
Dys,BigH1
Dys,Grip84
Dys,YL-1
Dys,Pen
Dys,HLH54F
Dys,RfC3
Dys,CG6506
Dys,lsn
Dys,CycC
Dys,CG8216
Dys,CG9083
Dys,CG9642
Dys,CG9769
LSm3,Lcp2
LSm3,CG9986
Fancd2,CG3353
CG31211,CG31211
CG31211,siz
CG31211,RpL7A
CG31211,CycB
CG31211,Act5C
CG31211,ninaE
CG31211,Cpr72Ea
CG31211,Pex19
CG31211,Men-b
CG31211,CG5989
CG31211,Ing3
CG31211,CG7971
CG31211,dom
CG31211,Cks85A
CG31213,CG9986
modSP,RpLP1
CG31224,CG31999
CG31224,CG5111
CG31224,prc
CG31224,CG8145
CG31224,CG8301
CG44009,P32
CG44009,CG9572
CG31235,CG5009
CG31245,CG3225
tinc,vret
tinc,Surf4
tinc,mbo
tinc,Pk17E
tinc,CG8170
tinc,CG9527
tinc,chic
CG31253,Neos
Cenp-C,CG9986
CG45105,Pp1-87B
CG45105,lva
CG45105,mbo
CG45105,Axn
CG45105,Kap-alpha3
CG45105,coro
cu,qkr58E-1
cu,CG6985
cu,CG8173
Rbp,CG9083
CG42788,CG32809
stumps,Hr39
Ect3,sip1
CG31324,CG4853
CG31324,CG4960
CG31324,Ubc12
CG31324,CG8235
pyd,rols
pyd,CG3492
pyd,CG4998
CG31357,stl
CG31357,Cpn
CG31357,CG34404
dpr17,CG5386
Jupiter,CG31644
Jupiter,PVRAP
Jupiter,KCNQ
Jupiter,tsr
Jupiter,CG4789
Jupiter,HLH54F
Jupiter,nmd
Jupiter,tx
Jupiter,Bin1
Jupiter,dl
CG31365,bip1
CG31368,Tm1
CG31368,rdx
CG31373,RpS27A
CG31373,TwdlJ
CG31373,l(1)G0136
CG42726,mmd
CG42726,CG42369
Adk2,PSR
Adk2,CG34404
CG31414,stc
foxo,Sec61alpha
CG31431,Acsl
CG31431,Hrb98DE
CG31457,CG6380
mRpL9,dl
CG31482,CG32365
CG31482,CG3919
CG31482,CG4617
CG31482,tx
CG31482,Bin1
CG31482,CG6293
CG31482,CG8319
CG31482,RpS29
CG3149,CG6576
Rbp9,CG4887
Rbp9,Hsf
Rbp9,BHD
Rbp9,AP-1gamma
Rbp9,LysD
CG31510,rols
CG31523,CG9426
CG43427,Drp1
CG43427,RpS8
CG43427,GalNAc-T1
CG43427,Sec5
Hph,Mst89B
Hph,CG9083
Hph,C1GalTA
CG31550,vir-1
CG31550,CycB
CG31550,Nmda1
CG31550,Cyp4g1
CG31550,Cpr72Ea
CG31550,CG6337
CG31550,CG6933
CG31550,Cbl
CG31550,Spt5
CG31550,Tom7
CG31550,lark
CG31550,Galt
CR31562,EloC
CG3160,stc
His2A:CG31618,CG5149
CG31619,NimB2
CG31619,eIF4E-5
LS2,Prp3
CG31624,CG6163
CG31626,Sirt4
CG31626,CG32036
CG31626,CG33017
CG31626,Tequila
CG31626,CG5225
CG31626,CG6607
CG31626,mts
CG31626,disco
CG31637,imd
CG31638,vimar
CG31638,dgt4
aop,CG3335
aop,CG8159
wry,Poxm
chinmo,4E-T
chinmo,Oatp58Db
chinmo,a6
CG31673,CG9465
CG31674,CG7196
CG31680,Zasp66
Tengl1,RpL37a
fbp,CG6707
CG31708,CG6767
Cnot4,CG4835
Trim9,RpL3
Trim9,bun
Trim9,EfTuM
Trim9,CG7386
Trim9,stck
Trim9,brk
CG17139,CG7069
CG17139,CG9986
CG31731,HLH54F
CG31731,T-cp1
CG31731,RpS3
CG31731,E(spl)m8-HLH
CG31731,CG9769
yuri,lark
CG31743,CG5390
CG31743,CG5642
CG42750,CG9986
mon2,P32
mon2,Khc
vir-1,RpLP1
vir-1,ST6Gal
vir-1,Aats-ser
vir-1,SF1
vir-1,heix
vir-1,Ald
vir-1,Uro
vir-1,CG7488
vir-1,CG8065
vir-1,Lcp2
vir-1,CG9368
vir-1,Sep4
CR43669,M1BP
CG31792,CycB3
Pax,CG6945
CG31797,Uro
CG31797,bdg
RpII140,noc
CenG1A,Ime4
CenG1A,CG6745
CenG1A,CG9986
CG31820,CG8568
CG31820,disco
CG31826,CG9426
geminin,CG8079
eIF-5A,CG32201
eIF-5A,CG5149
eIF-5A,Tes
CG31869,CG4328
Sirt4,ImpE1
Sirt4,uzip
Sirt4,Rab5
Sirt4,CG3731
Sirt4,CG3906
Sirt4,CG34168
Sirt4,CG7017
Sirt4,RFeSP
Sirt4,mub
Sirt4,NimC1
Sirt4,Cpr56F
Trx-2,dl
CG31886,CG3702
Dpit47,fd59A
Dpit47,AP-1gamma
Dpit47,E5
CG31917,mtacp1
CG31917,CG9776
CG44001,qkr58E-1
CG44001,ATPsyn-d
CG44001,CG6985
CG44001,CG8173
CG44001,CG9014
crn,CG33017
crn,Hexim
crn,Nufip
crn,CG5111
crn,gnu
crn,Miro
crn,Pih1D1
crn,Nup62
crn,fau
crn,CG6652
crn,EloA
crn,Dysb
crn,Bx42
crn,RpS15
crn,Kap-alpha1
crn,CG9173
crn,rdx
RpL12,CG3335
RpL12,CG4853
RpL12,slam
CG31957,exd
CG31958,CG32809
CG31958,CG45050
CG31958,CG3321
CG31958,CG40127
CG31958,CG6084
CG31958,RpL14
CG31961,CG8851
Cda5,mod(mdg4)
Cda5,sns
Cda5,stc
Cda5,fd59A
Cda5,Spx
Cda5,elB
Cda5,l(2)k01209
Cda5,Cpr92F
Cda5,CG8301
CG31974,CG7264
CG3198,NimC1
CG3199,gro
CG31999,Hel89B
CG31999,Mes-4
CG31999,Mpcp
CG31999,Pp1-87B
CG31999,RpL9
CG31999,RpL32
CG31999,Chc
CG31999,brk
CG31999,dom
Mlc-c,TFAM
4E-T,4E-T
4E-T,CG32409
4E-T,mod(mdg4)
4E-T,Rtnl1
4E-T,Dll
4E-T,RpL15
4E-T,CG44774
4E-T,Cpr72Ea
4E-T,me31B
4E-T,Mpcp
4E-T,Gint3
4E-T,CG5525
4E-T,RpS2
4E-T,Bin1
4E-T,CG6508
4E-T,Unr
4E-T,Trn
4E-T,RpS8
4E-T,stck
4E-T,CG8078
4E-T,CG8854
